PersonID	FirstName	FamilyName	Title	Sex	YoB	YoD	BuildingType	BuildingName	BuildingDescr	Location	County	Cost	BuiltDate	InternetLink	Ownership
2146644367	James	Stothert		M			Country house	Cargen	James Stothert reportedly extensively remodelled the house on the Cargen estate which he had bought c. 1780.		Dumfriesshire			http://www.black-history-month.co.uk/sitea/bh365/bh365_mag_dload/Black_History_365_2.pdf	
21020	James	Ewing		M			Country house	Castle House	Holiday house in Dunoon, built by James Ewing c. 1824 and now a museum.	Dunoon	Argyll		1825.0	http://www.scottishmuseums.org.uk/scottish-museums/castle-house-museum.html	
1099	Mary	Russell		F			Bridge	Bridge over the River French	"Stone bridge over the River French close to its junction with the River Dee, shown in 1813 as 'lately' erected by 'Mr Russell of Blackhall' [either Mary Russell's husband Francis who d.c.1806 or son] 'who has also made good roads leading to it, for a considerable distance, to the great benefit of the country.' 

A Topographical Dictionary of Scotland: And of the Islands in the British Seas (1813) Volume 1
By Nicholas Carlisle p. 41"	Banchory Ternan	Kincardineshire				
1342713201	Robert	Waugh		M			Bridge	Chain Suspension Bridge across the Tweed	"Chain suspension bridge across the Tweed, reportedly the first such bridge in Britain. Robert Waugh held 
30 shares, which he left to be sold for the poor of Melrose"	Melrose	Roxburghshire				
92	Thomas	Daniel		M			Bridge	Clifton Suspension Bridge	In 1829 Daniel was on the bridge committee which sought designs for an iron suspension bridge from Clifton Down over the River Avon and was named as one of the Clifton suspension bridge's first three trustees in 1830.' ODNB	Clifton	Somerset		1830.0		
8961	John	Gladstone		M			Bridge	Conwy Suspension Bridge	Suspension bridge built by Thomas Telford 1822-1826. According to Checkland, John Gladstone 'helped to raise the money for a bridge at Conway (again replacing a ferry now grossly inadequate.)'  The public subscription was £46,000.	Castle Street, Conwy				http://www.engineering-timelines.com/scripts/engineeringItem.asp?id=60	
2146636001	Michael Dicker	Sanders		M			Bridge	Walton Bridge	Bridge at Walton, rebuilt in stone by Michael Dicker Sanders 1783-1788 to replace the wooden toll-bridge he had inherited from his uncle Samuel Dicker.		Surrey	�2000		https://books.google.co.uk/books?id=4TZbAAAAQAAJ&amp;pg=RA1-PA33#v=onepage&amp;q&amp;f=false	
2146649537	Samuel	Dicker		M			Bridge	Walton on Thames Bridge	Built the first bridge at Walton-on-Thames as a toll-bridge. He secured an Act of Parliament in 1747 and the bridge was built of wood between 1748 and 1750. It was painted by Canaletto c. 1754. Dicker left the bridge (and his estates in Jamaica and enslaved people) to his nephew Michael Dicker Sanders, who rebuilt it in stone 1783-1788.		Surrey		1750.0	https://www.surreycc.gov.uk/roads-and-transport/bridges-and-structures/walton-bridge/history-of-walton-bridge/walton-bridge-the-first-bridge	
-1047169191	John	Fuller		M			Castle	Bodiam Castle	Ruined castle	Bodiam	Sussex			http://www.nationaltrust.org.uk/bodiam-castle	National Trust
2146645443	William John	Bankes		M			Castle	Corfe Castle			Dorset				National Trust
1282228190	Edward	Cust	General Sir	M			Castle	Leasowe Castle	"Image from <a href=""http://www.leasowecastle.com/"">http://www.leasowecastle.com/</a>"	Wirral	Cheshire			http://www.mikekemble.com/mside/leasowecastle.html	Lawton Hotels Ltd
2146644531	Samuel Francis	Delap		M			Castle	Monellan Castle	"Information is sketchy. Samuel Francis Delap's grandfather was ""of Monellan"" and either Robert Delap or more probably his son Samuel Francis Delap built the castle there. The house was demolished in the 1930s."	Killygordon	Donegal				
22227	George Hay Dawkins	Pennant		M			Castle	Penrhyn Castle	Major physical legacy of slave-ownership, a neo-Norman castle built by Thomas Hopper for George Hay Dawkins Pennant 1820-1833, now held by the National Trust.	Bangor	Caernarfonshire		1820.0		National Trust
2146630355	Henry Bowyer Joseph	Lane		M			Church	Anglican Church of St George the Martyr		Toronto, Canada			1844.0		
2146639321	Robert Blemell	Pollard		M			Church	Brompton Oratory	Brompton Oratory built 1880-4 on a site acquired from  Robert Blemell Pollard in 1852 for £16,000.	Brompton, London	Middlesex				
14655	George Weare	Braikenridge		M			Church	Christ Church	Braikenridge was the largest single donor in the building of the church, which was consecrated in 1839. (Sheena Stoddard, Mr Braikenridge's Brislington (Bristol, City of Bristol Museum and Art Gallery, 1981, pp. 50-3.)	Clevedon Hill	Somerset				
8067	Charles	Horsfall		M			Church	Christ Church, Great Homer Street, Everton	Christ Church, Great Homer Street, Everton, built after Charles Horsfall's death in 1846 by his children as a memorial to their father, designed by E.H. Shelled. Destroyed in the German air raids of 1941.	Great Homer Street, Everton	Lancashire, Merseyside			http://www.frh-europe.org/the-horsfall-churches-conserving-the-legacy-of-liverpools-great-church-building-family/	
2146644675	Catherine	Irvine		M			Church	Christ Church, Virginia Water	Anglican church built 1837-1838 on land given by Mrs Irvine of Luddington House 'to whom it had been awarded under an inclosure act.' Her daughter Miss Irvine endowed the church with £2000.	Virginia Water	Surrey	�2000			Church of England
592811670	John Pelly	Atkins		M			Church	Halstead Church	"Memorial in Halstead Churchyard describes him as 'founder of this cemetery'. 

'He rebuilt the church at Halstead on a new site across the road from, and a little further north than, its predecessor of 1609.'

See <a href=""https://landedfamilies.blogspot.com/2016/10/233-burnaby-atkins-of-halstead-place.html"">https://landedfamilies.blogspot.com/2016/10/233-burnaby-atkins-of-halstead-place.html</a> [accessed 13/07/2020]."	Halstead, near Sevenoaks	Kent				
43274	Eleanora	Atherton		F			Church	Holy Trinity Church, Hulme	Holy Trinity Church, Hulme, funded with £18,000 from Eleonora Atherton in 1841, completed in 1843.	Hulme	Cheshire		1841.0	http://www.british-history.ac.uk/vch/lancs/vol4/pp335-338	
2146630428	Catherine Elizabeth	Hyndman		F			Church	London churches	After her death in 1835, her brother John Beckles Hyndman set up the 'Miss Catherine Elizabeth Hyndman Bounty to the Church of England' which gave grants for the building and refurbishment of churches. These are known to have included St Peter's, Sumner Street, Southwark (built 1839, destroyed by enemy action, 1940); Christ Church, Chelsea; and St Thomas' in the Liberty of the Rolls. The Trust later focused on patronage, and controlled 27 livings by 1900 and possibly 38 (34 identified) in 1930.						
8961	John	Gladstone		M			Church	St Andrew's Episcopal Church	Gas-lit new church in Renshaw Street, Liverpool built by John Gladstone for £10,600 in 1815.	Renshaw Street, Liverpool	Lancashire		1815.0		
25474	Nathaniel	Wells		M			Church	St Arvan's Church		St Arvan's, Near Chepstow	Monmouthshire				Church of England
23533	David	Lyon		M			Church	St Mary's Goring	Parish Church		Sussex			http://www.britishlistedbuildings.co.uk/en-432516-church-of-st-mary-west-sussex	
43274	Eleanora	Atherton		F			Church	St Paul's Church, Kersal	St Paul's Church Kersal, built 1851/2 for Col. William Clowes and Miss Atherton of Kersal Cell.	Salford	Lancashire		1851.0		
12503	John	Deacon		M			Church	St Peter's		Southborough Common	Kent			www.mabledon.co.uk/literature/mabledonstory1805-1975.pdf	
2146630355	Henry Bowyer Joseph	Lane		M			Church	St Peter's Church		Coburg, Upper Canada			1843.0		
2146018135	Rice Jones	Jones		M			Church	St Saviour's Church, Claremont, Cape Town	Rice Jones Jones donated the land in 1850 on condition that a church was built on it within the next 20 years.	Claremont, Cape Town Western Province, South Africa				https://www.artefacts.co.za/main/Buildings/bldgframes.php?bldgid=4394	
8961	John	Gladstone		M			Church	St Thomas's	Church built at Litherland, Seaforth by John Gladstone for £4000 in 1815: he also built an associated school.	Seaforth	Lancashire		1815.0		
45433	John	Dodson		M			Church	St Thomas's Lancaster	New Evangelical parish church built 1840-1841, a project driven by two members of John Dodson's family, his son-in-law Rev. Joseph Armytage and Elizabeth Dodson Salisbury, probably his sister.	Lancaster	Lancashire		1841.0	http://www.free-ebook-downloads.net/_/_/629106/to-love-and-serve-the-lord-the-story-of-st-thomas-lancaster-	
46343	Alexander	Grant		M			Country house	Aberlour House	Built for Alexander Grant 1838-9 to designs of W. Robertson. Modified by his niece and heir Margaret Gordon Macpherson Grant. Gordonstoun Prep School from the 1940s to 2004.	Aberlour	Banffshire		1838.0	http://www.britishlistedbuildings.co.uk/sc-2349-aberlour-house-and-terrace-aberlour-house-	School
42698	Sarah	Wilkinson		F			Country house	Adderbury House	Country house. The estate had been purchased according to the Victoria County History by 'J.E. Field' in the early 19th century, and the existing house substantially rebuilt by him in 1808. John Connor or Conner Field had married Sarah Wilkinson in 1801, when he was shown as of St Mildred Poultry and she of Adderbury, implying that she rather than he had perhaps purchased the estate.	Banbury	Oxfordshire			http://www.british-history.ac.uk/vch/oxon/vol9/pp5-44	
2146648757	Barlow	Trecothick		M			Country house	Addington Palace	Purchased the estate in Jan. 1768 for £38,500. Began work on the main house in 1772, which was completed by his nephew James Ivers Trecothick.	Croydon	Surrey				
2146638653	John	Gordon		M			Country house	Aikenhead House	Country House near Cathcart, built to designs of David Hamilton c. 1806.	Aikenhead House, Cathcart	Lanarkshire		1806.0	http://gdl.cdlr.strath.ac.uk/smihou/smihou001.htm	
44886	Hardman	Earle		M			Country house	Allerton Tower	Italianate villa built after Hardman Earle purchased the manor in 1846.	Allerton	Lancashire		1849.0		
11839	Patrick	Waugh		M			Country house	Arbuthnot House	Existing house outside Falkirk, purchased by Patrick Waugh with farms at Bankhead and Banknock c. 1839/40, and repaired by Waugh, who changed the name to Arbuthnot House or Villa, apparently after his Jamaica estate. He left the house to is daughters, who sold it. A house of the same name is extant at Dorrator Road, Camelon Falkirk.	Falkirk	Stirlingshire			http://www.falkirkcommunitytrust.org/heritage/archives/finding-aids/docs/russel_aitken/15_-_Waugh_of_Arbuthnot.pdf	
2146636353	Michael	Shaw Stewart	Sir	M			Country house	Ardgowan House	Late C18th mansion and estate. The Ardgowan estate has been held by the Stewart family since the early C15th century. Ardgowan House built 1797-1801. It is still occupiued by the Stewart family and is a Grade A listed building.	Inverclyde	Renfrewshire			http://www.ardgowan.co.uk/about-ardgowan-estate/the-history-of-ardgowan-estate/	
2146645675	John Trayton	Fuller		M			Country house	Ashdown House	Grade II* country house near East Grinstead in Sussex, designed by Benjamin Henry Latrobe and built c. 1792-1793 by John Trayton Fuller and his second wife Anne nee Elliott. Now a school.	Ashdown, East Grinstead	Sussex			http://www.ashdownhouse.co.uk/	School
2146645363	John Hugh	Smyth	Sir	M			Country house	Ashton Court	Renovated by Sir John Hugh Smyth' after his marriage to Elizabeth [given by Dresser as Rebecca] in 1757. Observations undertaken by Humphrey Repton c. 1802.	Bristol	Somerset			http://content.historicengland.org.uk/images-books/publications/slavery-and-british-country-house/slavery-british-country-house-web.pdf/	
2146644091	John	Willes	Sir	M			Country house	Astrop House	Astrop House, Northamptonshire, Grade II* country house built c. 1740 by Sir John Willes. Additions 1805 by Soane for Rev. W.S. Willes	Kings Sutton	Northamptonshire		1740.0	http://www.britishlistedbuildings.co.uk/en-423234-astrop-house-kings-sutton-northamptonshi#.WK74mYcTOgQ	
2146645841	Robert	Robertson		M			Country house	Auchleeks House	Late Georgian country house, built for Robert Robertson c. 1821. The house was advertised for sale in 2016.	Balir Atholl	Perthshire		1821.0	https://www.britishlistedbuildings.co.uk/200337571-auchleeks-house-blair-atholl	Private owners
2146644761	Kender	Mason		M			Country house	Beel House	Country house near Amersham, purchased by Kender Mason senior and remodelled c. 1800 by Kender Mason jun.	Amersham	Buckinghamshire			http://amershamhistory.info/people/17th-18th-centuries/mason-family/	
12513	Alexander West	Hamilton		M			Country house	Belleisle	Country house and estate near Ayr, modified and extended by Hugh Hamilton and largely rebuilt by his nephew Alexander West Hamilton c. 1829.		Ayrshire		1829.0	https://www.south-ayrshire.gov.uk/belleisleestate/heritage.aspx	
2146651277	James	Fairlie		M			Country house	Bellfield House	New mansion house built by James Fairlie on the Bellfield estate. The house was sold to George Buchanan of Glasgow and passed to the Buchanan sisters. who bequeathed it as part of their Buchanan Bequest, made in 1861. The house was demolished, c. 1969.	Riccarton	Ayrshire			http://www.glasgownecropolis.org/profiles/buchanan-sisters/	
28141	John	Lamont		M			Country house	Benmore House		Benmore, near Dunoon	Argyll		1849.0		
21529	Henry	Goulburn	Rt. Hon.	M			Country house	Betchworth House	"For a full description see Nicholas Pevsner, The Buildings of England: Surrey (London, Penguin, 1971), p. 110; 

 "	Betchworth	Surrey			http://www.britishlistedbuildings.co.uk/en-290138-betchworth-house-betchworth	
2146651279	Patrick	Ballantine		M			Country house	Castlehill	New mansions house at Castlehill Ayr built by Patrick Ballantine c. 104. Demolished in the 1960s. The site is now  a public park.		Ayrshire			http://www.south-ayrshire.gov.uk/parks/parks-and-open-spaces/castlehill.aspx	
2146661213	Walter Ewing	Maclae		M			Country house	Cathkin	Country house in Lanarkshire outside Glasgow built c. 1799 by Walter Ewing Maclae to designs by James Ramsay	Cathkin	Lanarkshire		1799.0	http://gdl.cdlr.strath.ac.uk/smihou/smihou021.htm	
16114	William	Fowle		M			Country house	Chute Lodge	Grade I 18thC country house, built for John Freeman of the East India Co., purchased by William Fowle in 1805, and modified in the 19thC by members of the Fowle family.	Chute	Wiltshire			https://www.britishlistedbuildings.co.uk/101364573-chute-lodge-chute-forest	
28688	Peter	Montgomerie		M			Country house	Clune Park	Clune Park Halls now stand on Montgomerie Street in Port Glasgow	Port Glasgow	Renfrewshire				
357221229	Andrew	Houston or Houstoun		M			Country house	Jordanhill	C. 1782 Andrew Houstoun built a new house on the estate at Jordanhill that he inherited from his father. The house formed the greater part of the 'present mansion' when John Guthrie Smith and John Oswald Mitchell wrote The old country houses of the old Glasgow gentry in 1878. It was then sold c. 1800 for £16,500 to Archibald Smith, who spent another £5000 on improvements.	Jordanhill	Lanarkshire		1782.0		
-1625328272	Robert Nutter	Campbell		M			Country house	Kailzie House	Kailzie House, Scots Mill, built for Robert Nutter Campbell 1802 or 1803. Demolished c. 1958.	Traquair, Scottish Borders			1803.0	http://www.scotlandsplaces.gov.uk/search_item/index.php?service=RCAHMS&amp;id=51260	
18902	Archibald	Stirling		M			Country house	Keir House	In 1846, Keir House was described as a 'spacious and handsome mansion, to which two wings have been added in the past twenty years', presumably by Archibald Stirling [junior] whose seat it then was, Samuel Lewis, A Topographical Dictionary of Scotland: Comprising the Several  (1846) Volume 2 p. 160.	Dunblane	Perthshire				
2146663865	Patrick	Colquhoun		M			Country house	Kelvingrove House		Glasgow			1782.0	https://www.universitystory.gla.ac.uk/biography/?id=WH0206&amp;type=P	
2146632081	Clement	Kirwan		M			Country house	Kendal Lodge	Tudor house, modified prior to its purchase by Clement Kirwan.	Epping	Essex			http://www.guardian-series.co.uk/news/2380285.a_lodge_with_history/	
1317639698	Francis	Grant		M			Country house	Kilgraston House			Perthshire		1800.0		
2146666489	John	Leitch		M			Country house	Kilmardinny	"Estate and house in Co. Dumbarton, 'six miles from Glasgow' in the late 19thC. Bought and remodelled by John Leitch c. 1800-1805, with a new front. It passed from him to the family of his nephew James Leitch. 

"" My uncle Leitch (John) had bought a pretty place near Glasgow, and made a handsome house out of the shabby one he found there by adding to the front a great building in very good taste. We two were quite astonished at the first aspect of Kilmerdinny. Large, wide steps led to a portico, a good hall, and then a circular saloon the height of the house, out of which all the rooms opened, those on the upper floor being reached by a gallery which ran round the saloon. Fine gardens, greenhouse, hothouses, hot walls, plenty of fruit, a lake with two swans on it—and butler at our breakfast—made us believe ourselves in Paradise! There was a beautiful drawing-room and a sunny little parlour, and a window somewhere above at which our handsome aunt appeared, and threw out pears to us."" We were sorry to go away, although there were no children to play with. The house was full of company, but they did not interfere with us, and when we did see any of these strangers they were very kind. (From ""Memoires of a Highland Lady"" by Elizabeth Grant. [niece of John Leitch])"	New Kilpatrick	Dunbartonshire			http://gdl.cdlr.strath.ac.uk/smihou/smihou065.htm	Council
2146633746	Samuel	Long		M			Country house	Tredudwell House	Queen Anne house		Cornwall				
19625	Rose	Price	Sir	M			Country house	Trengwainton	Sir Rose Price purchased the Trengwainton estate in 1813, and rebuilt the house and laid out pleasure gardens between 1813 and 1817. The house was reportedly sold to his mortgagees in 1834. The gardens are now National Trust.	Trengwainton, Madron	Cornwall		1817.0	https://historicengland.org.uk/listing/the-list/list-entry/1000657	National Trust
2146642767	George	Bolton	Sir	M			Country house	Tutshill House	Grade II house, known by 1969 as St John's-on-the-Hill, and operating as a school.	Tutshill, Tidenham	Gloucestershire			http://www.british-history.ac.uk/vch/glos/vol10/pp50-62	
2146644067	Edward	Parson		M			Country house	Upper House, Little Parndon, Essex	Edward Parson 'brought several of his West Indian Negro servants to Little Parndon. He apparently altered and enlarged the house which in 1771 was a neat and elegant modern building, with a mid 18th century front of three storeys with full height bays at each end and a roof pediment. Parson also landscaped the park, adding lakes, a temple, and probably the 'ruins' which survived in the early 19th century.'	Little Parndon, Harlow	Essex			http://www.british-history.ac.uk/vch/essex/vol8/pp223-227	
2146649595	Benjamin	Cowell		M			Country house	Coleshill	Country house near Amersham, purchased by Benjamin Cowell in 1769 and sold by his widow Ann in 1805.	Amersham	Hertfordshire			http://www.coleshill.org/history/buildings/houses/56-coleshill-house.html	Private owners
16766	Thomas Bourke	Ricketts		M			Country house	Combe House, Presteigne	Said to be a house of the early 19th century, in which case it was built by or for Thomas Bourke Ricketts or his father George Crawford Ricketts (d. 1811), who had bought the Combe estate in 1806.	Presteigne	Herefordshire			http://htt.herefordshire.gov.uk/smrSearch/Monuments/Monument_Item.aspx?ID=24523	Private owners
25180	Stapleton	Cotton, 1st Viscount Combermere		M			Country house	Combermere Abbey	Grade I house, originally a mediaeval abbey, 'gothicised' by Stapleton Cotton 1814-1820.	Combermere, Whitchurch	Cheshire			http://www.combermereabbey.co.uk/history-restoration/brief-history/	Private owners
-430637747	William	Manning		M			Country house	Coombe House		Sundridge, near Sevenoaks	Kent	�40000		http://www.combebank.kent.sch.uk/369/about-us/history	Combe Bank School Trust
2146645417	John	Conyers		M			Country house	Copped Hall, Epping	The house was built 1751-1758 by John Conyers I of Copped Hall; John Conyers II redid the interior to designs by James Wyatt in 1775-1777. The house is sometimes referred to as Copt Hall in the sources.	Epping	Essex			http://www.british-history.ac.uk/vch/essex/vol5/pp114-127	Private owners
2146652015	Nathaniel	Barton		M			Country house	Corsley House	Country house, rebuilt c. 1820 for Nathaniel Barton. The History of Parliament says 'He had Corsley House  'ostentatiously rebuilt c. 1814.'	Corsley	Wiltshire			https://historicengland.org.uk/listing/the-list/list-entry/1285687	
41819	Robertson	Gladstone		M			Country house	Court Hey		Liverpool	Lancashire		1836.0	http:/www.nwc.org.uk/visitor_centre/court_hey_park	
2146651449	James	Smith		M			Country house	Craigend Castle	Towards the end of last century, John Smith, the then laird, who was a West India proprietor and merchant in Glasgow, built a plain square house in lieu of the old residence of his forefathers; and soon after his death, James Smith, his son, built the present house, which includes part of the old one, from plans furnished by his cousin, James Smith, then younger of Jordanhill, and there has been no alteration since. The property of Craigend has been added to by purchases at various times. James Smith died in 1838, and was succeeded by his son John Smith, who sold the estate in 1851.' Old Country Houses of the Old Glasgow Gentry XXVI Craigend Castle	Strathblane	Stirlingshire				
1267633369	Thomas	Naghten		M			Country house	Crofton House	Grade II late Georgian house, demolished c. 1975 after a fire.	Titchfield	Hampshire			http://jsblog3.rssing.com/chan-6325329/all_p8.html	
2146631262	George	Rose		M			Country house	Cuffnells			Hampshire				
2146638551	Richard	Neave	Sir	M			Country house	Dagnams	House built at Dagnam Park, Essex by Sir Richard Neave between 1772 and 1776. Demolished in 1950.	Dagnam Park	Essex		1772.0		
2146650139	James	Lyon		M			Country house	Dangstein	Dangstein, a country house in West Sussex built by Charles Knowles for James Lyon after Lyon bought the estate in 1837. The house was left to the National Trust but sold on and is now in private hands.	Rogate	Sussex		1837.0	http://www.parksandgardens.org/places-and-people/site/5205/history	
2146639821	John	Boyd	Sir	M			Country house	Danson House		41 Danson Rd, Bexleyheath DA6 8HL	Kent				
2146643041	Alexander	McIntosh		M			Country house	Daviot House	Category B House built c. 1820 by Alexander Mackintosh of Mackintosh, reportedly a merchant in Jamaica.		Inverness-shire			https://www.britishlistedbuildings.co.uk/200332411-daviot-house-house-of-daviot-daviot-and-dunlichity	
470	Christopher	Bethell Codrington	Sir	M			Country house	Dodington Park	"Image from <a href=""http://virtualglobetrotting.com/map/dodington-park/view/?service=1"">http://virtualglobetrotting.com/map/dodington-park/view/?service=1</a>"	Dodington Park	Gloucestershire		1817.0		Private owners
2146650421	Boyd	Porterfield		M			Country house	Duchal House	Grade A listed building. 18th century mansion. Extended by Boyd Porterfield in 1768.	Kilmacolm	Renfrewshire				
14956	Robert	Hibbert		M			Country house	East Hyde			Bedfordshire				
13012	Evelyn	Bazalgette		M			Country house	Eastwick Park House		Great Bookham	Surrey				
2146643285	Stephen	Welch		M			Country house	Ebworth House	17thC house remodelled c. 1730, purchased by Stephen Welch in 1800 and held by his heirs for much of the 19th.   Various alterations were made in the period of the Welch [later Fletcher Welch] family ownership. Demolished c. 1957.	Painswick	Gloucestershire			http://www.british-history.ac.uk/vch/glos/vol11/pp65-70	
2146640747	Ambrose	Isted		M			Country house	Ecton Hall	Country house at Ecton in Northants, remodelled in 1756 by Ambrose Isted with the addition of a new ironstone front. The estate had been bought in 1712 by Ambrose's father Thomas Isted (d. 1731), who had married Anne Rose, daughter of Fulke Rose of Jamaica.	Ecton	Northamptonshire			http://www.british-history.ac.uk/vch/northants/vol4/pp122-127	
2146645175	David	Dewar		M			Country house	Enham Place or House	Replacement or rebuilding of an existing house by David Dewar between 1786 and 1792 on the Hampshire estate purchased by his father George Dewar.	Andover	Hampshire		1792.0	http://research.hgt.org.uk/item/enham-alamein-enham-place-enham-house/	
2146638607	Charles Stewart	Parker		M			Country house	Fairlie House	Country house in Ayrshire built for Charles Stewart Parker in 1818. A photograph of the house by Hugh Lyon Tennent (1817-1874) is in the Albums of the Edinburgh Calotype Club catalogued online by the NLS.	Fairlie	Ayrshire		1818.0	https://digital.nls.uk/pencilsoflight/detail.cfm?id=2b&amp;volume=2	
2146650101	John	Walter		M			Country house	Farley Hall	Farley Hall, Swallowfield in Berkshire, a Grade I house, was built c. 1729-1730 for 'John Walter.' LBS has inferred this to have been John Walter MP, although the history of the house and its transmission via Newton Walter nee Walker to her husband John Walter, grandson of John Walter MP, has not been fully researched by us.	Swallowfield	Berkshire		1729.0	https://historicengland.org.uk/listing/the-list/list-entry/1118066	Private owners
2146651071	William	Freeman		M			Country house	Fawley Court	1680s country house, ascribed 'possibly' to Wren, built by William Freeman on the site of an old manor house on the estate he had purchased at Fawley.  Freeman's nephew and heir to his English estates John Freeman formerly Cooke developed the pleasure gardens, and John Freeman's son Sambrooke Freeman remodelled the house and significantly altered the grounds using Capability Brown.	Henley-on-Thames	Buckinghamshire		1680.0	https://historicengland.org.uk/listing/the-list/list-entry/1000390	
2146664209	Elijah	Cobham		M			Country house	Fearns Hall	Late 16th farmhouse substantially extended c. 1830 by George Ashworth Cobham, Elijah Cobham's son.	Booth Road, Rossendale	Lancashire			https://historicengland.org.uk/listing/the-list/list-entry/1072859	
2146649541	Thomas	Hankey		M			Country house	Fetcham Cottage	Reportedly Grade II house, probably a guest-house for Fetcham Park, built by Thomas Hankey c. 1792. These details have not been confirmed.	Fetcham	Surrey		1792.0	http://www.fetchamresidents.co.uk/files/Fetcham%20Trail%20Map%20final%20Copy.pdf	
2146649541	Thomas	Hankey		M			Country house	Fetcham Park	Fetcham Park in Surrey, bought in 1792 by Thomas Hankey I, who completed the remodelling of the house with the addition of north and south wings begun earlier in 1788. The estate was owned by the Hankey family until c. 1924. Now a conference centre and wedding venue.	Fetcham	Surrey			http://www.fetchampark.co.uk/wp-content/uploads/2013/11/Fetcham-Park-A-Short-History1.pdf	Private owners
2146640587	William	Beckford	Alderman	M			Country house	Fonthill	"In 1744-45 William Beckford purchased Fonthill for £32,000 from Francis, 2nd Baron Cottington. Following a fire in 1755 Beckford built a new and substantial Palladian mansion on the site (which came to be known as 'Splendens'). For Fonthill Abbey, built by his son, William Thomas Beckford, 1798-1807 see entry for William Thomas Beckford.  

For a detailed account of the Beckfords and Fonthill see Amy Frost, 'The Beckford era' in 
Fonthill Recovered. A Cultural History, ed. Caroline Dakers (London, UCL Press, 2081), ch. 4."	Fonthill	Wiltshire			https://www.fonthill.co.uk/history/	
22232	William Thomas	Beckford		M			Country house	Fonthill / Fonthill Abbey	"In 1744-45 William Beckford purchased Fonthill for £32,000 from Francis, 2nd Baron Cottington. Following a fire in 1755 Beckford built a new and substantial Palladian mansion on the site (which came to be known as 'Splendens'). Subsequently his son, William Thomas Beckford, had built Fonthill Abbey, designed by James Wyatt and built c. 1798-1807. Heavily indebted, Beckford put Fonthill up for sale in 1822. The Abbey, much of its contents and the whole estate were sold to John Farquhar for £300,000.  The tower collapsed in 1825.  
For a detailed account of the Beckfords and Fonthill see Amy Frost, 'The Beckford era' in 
Fonthill Recovered. A Cultural History, ed. Caroline Dakers (London, UCL Press, 2081), ch. 4."	Fonthill	Wiltshire		1807.0	https://www.fonthill.co.uk/history/	Private owners
2146630665	Andrew Gregory	Johnston		M			Country house	Fritton Hall	Estate in Suffolk, owned by Andrew Gregory Johnston 1819-1830. 'All these several persons [members of the Fuller family], by deed dated the 9th and 10th of November, 1819, conveyed the manor and the bulk of the estate to Andrew Johnston, of Hempnall, in Norfolk, Esq., in fee. This gentleman, who was a West India proprietor, went to Jamaica, soon after his purchase; and in July, 1830, the manor and estate were sold by auction at Yarmouth, and were purchased by Francis Turner, Esq., of Lincoln's Inn, London, who is the present lord. The name of the manor is Fritten, alias Fritton, alias Fretton, alias Freton Paston's.'	Fritton	Suffolk			http://www.british-history.ac.uk/no-series/suffolk-history-antiquities/vol1/pp352-359	
2146632224	Thomas Hercey	Barritt		M			Country house	Garbrand Hall, Ewell, Surrey	Country house, purchased by Thomas Hercey Barritt in 1795 and renamed Garbrand Hall, apparently after his Jamaica estate. Barritt extended and modified the house and gardens, and built the Dog Gate, still extant. The house itself was demolished in 1962 and the outhouses built by Barritt known as The Turrets were demolished in 1969.	Ewell	Surrey	�5,000 (approximate)	1770.0		
46554	Samuel	Peploe		M			Country house	Garnstone	"Image source:

<a href=""http://lh.matthewbeckett.com/houses/lh_herefordshire_garnstonecastle_info_gallery.html"">Lost Heritage: Garnstone Castle</a>

accessed 6  January 2012; date of image not known."	Weobley	Herefordshire		1806.0		
10609	William	McDowall		M			Country house	Garthland House, formerly known as Barr House and Garpel House	Garthland house, built originally c. 1796 by David King for James Adam , but apparently rebuilt or extended by William McDowall the younger of Castle Semple, the nephew of William McDowall III, and subsequently described as 'principally built' by him.	Lochwinnoch	Renfrewshire			http://www.lochwinnoch.info/history/local-tales/the-glory-that-was-garthland	
2146660421	Thomas	Hothersall		M			Country house	Gidea or Giddy Hall		Gidea Hall, Romford, Essex	Essex				
23533	David	Lyon		M			Country house	Goring Hall	Goring Hall, country house near Worthing West Sussex, built by Charles Barry for David Lyon in 1840, and after a fire rebuilt as a replica (although unrendered) 1888-1889.	Worthing	Sussex		1840.0	http://www.britishlistedbuildings.co.uk/en-433310-goring-hall-west-sussex#.WAnkyocbCgQ	
2146644293	James	Peterkin		M			Country house	Grange Hall	Bought by John Gordon Peterkin in 1800 (sic - presumably his father James Peterkin, who certainly owned the property in 1812). The present mansion house was built in 1805.	Forres	Moray				
2146663177	James	Croft		M			Country house	Greenham Lodge	Country house, reportedly constructed c. 1829 by James Croft (who died that year), and overbuilt as a Norman Shaw house in the later 19thC.	Greenham	Berkshire		1829.0	https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MWB15830&amp;resourceID=1030	
2146660217	Matthew	Terry		M			Country house	Grenada Hall		Askrigg	Yorkshire		1782.0	https://www.britishlistedbuildings.co.uk/101318433-grenada-hall-askrigg	
